10000	2114.0
100000	2114.0
100001	17680.0
100002	17035.0
100003	17948.0
100004	2026.0
100005	17369.0
100006	16351.0
100007	6623.0
100008	6020.0
100009	5415.0
10001	17680.0
100010	66456.0
100011	2404.0
100012	18316.0
100013	17834.0
100014	2254.0
100015	2158.0
100016	79982.0
100017	96784.0
100018	5977.0
100019	2102.0
10002	17035.0
100020	2169.0
100021	17379.0
100022	79790.0
100023	2138.0
100024	2189.0
100025	2093.0
100026	17728.0
100027	78359.0
100028	2274.0
100029	5735.0
10003	17948.0
100030	2341.0
100031	5962.0
100032	17278.0
100033	17276.0
100034	2173.0
100035	5855.0
100036	18165.0
100037	2350.0
100038	2103.0
100039	2068.0
10004	2026.0
100040	66193.0
100041	18122.0
100042	2390.0
100043	2262.0
100044	2092.0
100045	17854.0
100046	18677.0
100047	2408.0
100048	2248.0
100049	2084.0
10005	17369.0
100050	18333.0
100051	6584.0
100052	18266.0
100053	2097.0
100054	17633.0
100055	2254.0
100056	5596.0
100057	16944.0
100058	2179.0
100059	2167.0
10006	16351.0
100060	2357.0
100061	18342.0
100062	5726.0
100063	5849.0
100064	16929.0
100065	5616.0
100066	6168.0
100067	2058.0
100068	18245.0
100069	2379.0
10007	6623.0
100070	2288.0
100071	2134.0
100072	17692.0
100073	17591.0
100074	2379.0
100075	16909.0
100076	2070.0
100077	17666.0
100078	17463.0
100079	2275.0
10008	6020.0
100080	6567.0
100081	2057.0
100082	64721.0
100083	2254.0
100084	18899.0
100085	2246.0
100086	2042.0
100087	17840.0
100088	17891.0
100089	2511.0
10009	5415.0
100090	2112.0
100091	7803.0
100092	17963.0
100093	17415.0
100094	18027.0
100095	2109.0
100096	18219.0
100097	2251.0
100098	18244.0
100099	68419.0
10010	66456.0
100100	2233.0
100101	2412.0
100102	67749.0
100103	2021.0
100104	2275.0
100105	2321.0
100106	2184.0
100107	2315.0
100108	2061.0
100109	2120.0
10011	2404.0
100110	18163.0
100111	2328.0
100112	2252.0
100113	67959.0
100114	17784.0
100115	2308.0
100116	2337.0
100117	2293.0
100118	19342.0
100119	68617.0
10012	18316.0
100120	2486.0
100121	2181.0
100122	2165.0
100123	18593.0
100124	2318.0
100125	2342.0
100126	19570.0
100127	19431.0
100128	5703.0
100129	2151.0
10013	17834.0
100130	2206.0
100131	2286.0
100132	2141.0
100133	20308.0
100134	2224.0
100135	6537.0
100136	2193.0
100137	6660.0
100138	2339.0
100139	2273.0
10014	2254.0
100140	2330.0
100141	2292.0
100142	6632.0
100143	2322.0
100144	2425.0
100145	2114.0
100146	6048.0
100147	18900.0
100148	2130.0
100149	2216.0
10015	2158.0
100150	2059.0
100151	2234.0
100152	68887.0
100153	2220.0
100154	6825.0
100155	6359.0
100156	18332.0
100157	7047.0
100158	2347.0
100159	2192.0
10016	79982.0
100160	94966.0
100161	2339.0
100162	18448.0
100163	2453.0
100164	2190.0
100165	2175.0
100166	2179.0
100167	2307.0
100168	2112.0
100169	5540.0
10017	96784.0
100170	18602.0
100171	17674.0
100172	17558.0
100173	18537.0
100174	2080.0
100175	2337.0
100176	5961.0
100177	6123.0
100178	6325.0
100179	2121.0
10018	5977.0
100180	2107.0
100181	2069.0
100182	16977.0
100183	2077.0
100184	2344.0
100185	2070.0
100186	18430.0
100187	18897.0
100188	18309.0
100189	2318.0
10019	2102.0
100190	2342.0
100191	17952.0
100192	2205.0
100193	2193.0
100194	2298.0
100195	2398.0
100196	2150.0
100197	2316.0
100198	2215.0
100199	2305.0
10020	2169.0
100200	16446.0
100201	16878.0
100202	2307.0
100203	17581.0
100204	66004.0
100205	17238.0
100206	2213.0
100207	2283.0
100208	2106.0
100209	5716.0
10021	17379.0
100210	2226.0
100211	17873.0
100212	18525.0
100213	83304.0
100214	2238.0
100215	2223.0
100216	5367.0
100217	2225.0
100218	2140.0
100219	2104.0
10022	79790.0
100220	6026.0
100221	19663.0
100222	2315.0
100223	2207.0
100224	17656.0
100225	2280.0
100226	2214.0
100227	65478.0
100228	2187.0
100229	5403.0
10023	2138.0
100230	82980.0
100231	2148.0
100232	5943.0
100233	2164.0
100234	2475.0
100235	5911.0
100236	5237.0
100237	18476.0
100238	66049.0
100239	67739.0
10024	2189.0
100240	79018.0
100241	2038.0
100242	2424.0
100243	17420.0
100244	17902.0
100245	2243.0
100246	16284.0
100247	17826.0
100248	2329.0
100249	2222.0
10025	2093.0
100250	2047.0
100251	2194.0
100252	2234.0
100253	2141.0
100254	2326.0
100255	2177.0
100256	81912.0
100257	17972.0
100258	6438.0
100259	19508.0
10026	17728.0
100260	6186.0
100261	2150.0
100262	19007.0
100263	2248.0
100264	18200.0
100265	17558.0
100266	2156.0
100267	18393.0
100268	5887.0
100269	4988.0
10027	78359.0
100270	2205.0
100271	2215.0
100272	17465.0
100273	20114.0
100274	84255.0
100275	17729.0
100276	17206.0
100277	5536.0
100278	82408.0
100279	19362.0
10028	2274.0
100280	18985.0
100281	2242.0
100282	2175.0
100283	19059.0
100284	6753.0
100285	2415.0
100286	2434.0
100287	2305.0
100288	2259.0
100289	18833.0
10029	5735.0
100290	2289.0
100291	18122.0
100292	6019.0
100293	95308.0
100294	2375.0
100295	2354.0
100296	2187.0
100297	2185.0
100298	66641.0
100299	6980.0
10030	2341.0
100300	19624.0
100301	2122.0
100302	18866.0
100303	17908.0
100304	2448.0
100305	2232.0
100306	2113.0
100307	5692.0
100308	2197.0
100309	2144.0
10031	5962.0
100310	5870.0
100311	2040.0
100312	6161.0
100313	19252.0
100314	67286.0
100315	2421.0
100316	1990.0
100317	2289.0
100318	19092.0
100319	1999.0
10032	17278.0
100320	19831.0
100321	68977.0
100322	68201.0
100323	1980.0
100324	2344.0
100325	6243.0
100326	2195.0
100327	2013.0
100328	20170.0
100329	2234.0
10033	17276.0
100330	2260.0
100331	6687.0
100332	2150.0
100333	2071.0
100334	2192.0
100335	18574.0
100336	2187.0
100337	2173.0
100338	19266.0
100339	2236.0
10034	2173.0
100340	20590.0
100341	2285.0
100342	2420.0
100343	18955.0
100344	5256.0
100345	2351.0
100346	19299.0
100347	2256.0
100348	2315.0
100349	1937.0
10035	5855.0
100350	18894.0
100351	2367.0
100352	2242.0
100353	2201.0
100354	2192.0
100355	2157.0
100356	2162.0
100357	2297.0
100358	2282.0
100359	19011.0
10036	18165.0
100360	2100.0
100361	2326.0
100362	2192.0
100363	2280.0
100364	2443.0
100365	2088.0
100366	2047.0
100367	2330.0
100368	2032.0
100369	2158.0
10037	2350.0
100370	2121.0
100371	4537.0
100372	17220.0
100373	2266.0
100374	2328.0
100375	2240.0
100376	18136.0
100377	2164.0
100378	2113.0
100379	2234.0
10038	2103.0
100380	17615.0
100381	2287.0
100382	66744.0
100383	2082.0
100384	2126.0
100385	5345.0
100386	2334.0
100387	17977.0
100388	17883.0
100389	5531.0
10039	2068.0
100390	17709.0
100391	5302.0
100392	2144.0
100393	17276.0
100394	5320.0
100395	19306.0
100396	2086.0
100397	18402.0
100398	2234.0
100399	2142.0
10040	66193.0
100400	2221.0
100401	2215.0
100402	5308.0
100403	2017.0
100404	4774.0
100405	19666.0
100406	2264.0
100407	4637.0
100408	2089.0
100409	2310.0
10041	18122.0
100410	2160.0
100411	4675.0
100412	2408.0
100413	2256.0
100414	2333.0
100415	4528.0
100416	17458.0
100417	19569.0
100418	17787.0
100419	2152.0
10042	2390.0
100420	2235.0
100421	2260.0
100422	19090.0
100423	2098.0
100424	20164.0
100425	20428.0
100426	2022.0
100427	70054.0
100428	2308.0
100429	2205.0
10043	2262.0
100430	19069.0
100431	5232.0
100432	2225.0
100433	2516.0
100434	82535.0
100435	2354.0
100436	2184.0
100437	2272.0
100438	19481.0
100439	2212.0
10044	2092.0
100440	19049.0
100441	18800.0
100442	19476.0
100443	4729.0
100444	81288.0
100445	17866.0
100446	19018.0
100447	2156.0
100448	2270.0
100449	18219.0
10045	17854.0
100450	95601.0
100451	19392.0
100452	2095.0
100453	67509.0
100454	2184.0
100455	2250.0
100456	20248.0
100457	2108.0
100458	20477.0
100459	80209.0
10046	18677.0
100460	5273.0
100461	20135.0
100462	2137.0
100463	2165.0
100464	1995.0
100465	20412.0
100466	20145.0
100467	2214.0
100468	2092.0
100469	20261.0
10047	2408.0
100470	20072.0
100471	2301.0
100472	2361.0
100473	2096.0
100474	21291.0
100475	2298.0
100476	21318.0
100477	2137.0
100478	2267.0
100479	19437.0
10048	2248.0
100480	85390.0
100481	2258.0
100482	2168.0
100483	82807.0
100484	20526.0
100485	2282.0
100486	96269.0
100487	21463.0
100488	5796.0
100489	2144.0
10049	2084.0
100490	21878.0
100491	21917.0
100492	2052.0
100493	2171.0
100494	2014.0
100495	22633.0
100496	23416.0
100497	88195.0
100498	24121.0
100499	2054.0
10050	18333.0
100500	2352.0
100501	4287.0
100502	4357.0
100503	2140.0
100504	2286.0
100505	12666.0
100506	2139.0
100507	2071.0
100508	12693.0
100509	12894.0
10051	6584.0
100510	2097.0
100511	2102.0
100512	12596.0
100513	2177.0
100514	13188.0
100515	77256.0
100516	2317.0
100517	4511.0
100518	61777.0
100519	4430.0
10052	18266.0
100520	12771.0
100521	2302.0
100522	12935.0
100523	12737.0
100524	4621.0
100525	4117.0
100526	12477.0
100527	2300.0
100528	4298.0
100529	2321.0
10053	2097.0
100530	5158.0
100531	2141.0
100532	14741.0
100533	5176.0
100534	13522.0
100535	2040.0
100536	2191.0
100537	14339.0
100538	2311.0
100539	13701.0
10054	17633.0
100540	13445.0
100541	13741.0
100542	73881.0
100543	14388.0
100544	14502.0
100545	14764.0
100546	2409.0
100547	2334.0
100548	2166.0
100549	63186.0
10055	2254.0
